timestamp_sec,Time,ES,Temperature,Time_elapsed,FLTRD_VAL,OUTLIER_VAL,IS_OUTLIER,Concentration,Solubility (g/L),Supersaturation_ln,Supersaturation_ratio,timestamp,RPM,Turbidity
2025-03-26 14:24:50,2025-03-26 14:24:50.937,153.869995,37.0,22.924950000000003,153.869995,151.3908258384532,False,149.64123126092042,142.18767005279997,0.0510928324795089,0.0524205875611622,2025-03-26 14:24:50.937000000,250,131.46411247618266
2025-03-26 14:24:51,2025-03-26 14:24:52.177,153.869995,37.0,22.93528333333333,153.869995,151.36352913046622,False,149.64123126092042,142.18767005279997,0.0510928324795089,0.0524205875611622,2025-03-26 14:24:51.556999936,250,131.44990001861075
2025-03-26 14:24:52,2025-03-26 14:24:52.177,153.869995,37.0,22.94561666666667,153.869995,151.3362324224792,False,149.64123126092042,142.18767005279997,0.0510928324795089,0.0524205875611622,2025-03-26 14:24:52.177000000,250,131.66335553133763
2025-03-26 14:24:53,2025-03-26 14:24:53.379,153.869995,37.0,22.96565,153.869995,151.30893571449224,False,149.64123126092042,142.18767005279997,0.0510928324795089,0.0524205875611622,2025-03-26 14:24:53.379000000,250,131.6070396526989
2025-03-26 14:24:54,2025-03-26 14:24:54.573,153.889999,36.900002,22.98555,153.889999,151.28163900650523,False,149.99374575261993,142.01110345482286,0.0546883503563184,0.0562113954725838,2025-03-26 14:24:54.573000000,250,131.93146354238337
2025-03-26 14:24:55,2025-03-26 14:24:55.771,153.889999,36.900002,23.005516666666665,153.889999,151.25434229851825,False,149.99374575261993,142.01110345482286,0.0546883503563184,0.0562113954725838,2025-03-26 14:24:55.771000000,250,81.59936255984601
2025-03-26 14:24:56,2025-03-26 14:24:57.002,153.889999,36.900002,23.015775,153.889999,151.22704559053125,False,149.99374575261993,142.01110345482286,0.0546883503563184,0.0562113954725838,2025-03-26 14:24:56.386500096,250,81.65463927196777
2025-03-26 14:24:57,2025-03-26 14:24:57.002,153.889999,36.900002,23.02603333333333,153.889999,151.19974888254427,False,149.99374575261993,142.01110345482286,0.0546883503563184,0.0562113954725838,2025-03-26 14:24:57.002000000,250,81.4429066376144
2025-03-26 14:24:58,2025-03-26 14:24:58.194,153.669998,36.900002,23.0459,153.669998,151.1724521745573,False,149.73637054682317,142.01110345482286,0.0529709702529588,0.0543990357377787,2025-03-26 14:24:58.194000000,250,81.29492690831104
2025-03-26 14:24:59,2025-03-26 14:24:59.375,153.669998,36.900002,23.065583333333333,153.669998,151.1451554665703,False,149.73637054682317,142.01110345482286,0.0529709702529588,0.0543990357377787,2025-03-26 14:24:59.375000000,250,81.53022541949824
2025-03-26 14:25:00,2025-03-26 14:25:00.571,153.369995,36.900002,23.085516666666667,153.369995,151.1178587585833,False,149.38581813731437,142.01110345482286,0.0506270948518177,0.0519305498167443,2025-03-26 14:25:00.571000000,250,81.3526835905872
2025-03-26 14:25:01,2025-03-26 14:25:01.763,153.369995,36.900002,23.105383333333336,153.369995,151.0905620505963,False,149.38581813731437,142.01110345482286,0.0506270948518177,0.0519305498167443,2025-03-26 14:25:01.763000000,250,81.07252339451051
2025-03-26 14:25:02,2025-03-26 14:25:02.987,153.369995,36.900002,23.12578333333333,153.369995,151.06326534260933,False,149.38581813731437,142.01110345482286,0.0506270948518177,0.0519305498167443,2025-03-26 14:25:02.987000000,250,81.07604700202637
2025-03-26 14:25:03,2025-03-26 14:25:04.217,153.369995,36.900002,23.13603333333333,153.369995,151.03596863462232,False,149.38581813731437,142.01110345482286,0.0506270948518177,0.0519305498167443,2025-03-26 14:25:03.601999872,250,80.90341652795587
2025-03-26 14:25:04,2025-03-26 14:25:04.217,153.369995,36.900002,23.146283333333333,153.369995,151.00867192663534,False,149.38581813731437,142.01110345482286,0.0506270948518177,0.0519305498167443,2025-03-26 14:25:04.217000000,250,80.61344222993779
2025-03-26 14:25:05,2025-03-26 14:25:05.416,153.389999,36.799999,23.16626666666667,153.389999,150.98137521864834,False,149.73811548814166,141.8344691961042,0.0542272037501434,0.0557244394598442,2025-03-26 14:25:05.416000000,250,80.81339235355617
2025-03-26 14:25:06,2025-03-26 14:25:06.598,153.389999,36.799999,23.185966666666666,153.389999,150.95407851066136,False,149.73811548814166,141.8344691961042,0.0542272037501434,0.0557244394598442,2025-03-26 14:25:06.598000000,250,80.84683661611713
2025-03-26 14:25:07,2025-03-26 14:25:07.816,153.389999,36.799999,23.206266666666668,153.389999,150.92678180267438,False,149.73811548814166,141.8344691961042,0.0542272037501434,0.0557244394598442,2025-03-26 14:25:07.816000000,250,80.7602761144894
2025-03-26 14:25:08,2025-03-26 14:25:09.006,153.389999,36.799999,23.216183333333333,153.389999,150.89948509468738,False,149.73811548814166,141.8344691961042,0.0542272037501434,0.0557244394598442,2025-03-26 14:25:08.411000064,250,81.26033212433262
2025-03-26 14:25:09,2025-03-26 14:25:09.006,153.389999,36.799999,23.2261,153.389999,150.8721883867004,False,149.73811548814166,141.8344691961042,0.0542272037501434,0.0557244394598442,2025-03-26 14:25:09.006000000,250,81.41394055025602
2025-03-26 14:25:10,2025-03-26 14:25:10.191,153.389999,36.799999,23.24585,153.389999,150.8448916787134,False,149.73811548814166,141.8344691961042,0.0542272037501434,0.0557244394598442,2025-03-26 14:25:10.191000000,250,81.31574840601456
2025-03-26 14:25:11,2025-03-26 14:25:11.387,153.389999,36.799999,23.26578333333333,153.389999,150.81759497072642,False,149.73811548814166,141.8344691961042,0.0542272037501434,0.0557244394598442,2025-03-26 14:25:11.387000000,250,81.02223814376902
2025-03-26 14:25:12,2025-03-26 14:25:12.601,153.389999,36.799999,23.28601666666667,153.389999,150.79029826273944,False,149.73811548814166,141.8344691961042,0.0542272037501434,0.0557244394598442,2025-03-26 14:25:12.601000000,250,80.9425107192592
2025-03-26 14:25:13,2025-03-26 14:25:13.824,153.389999,36.799999,23.3064,153.389999,150.76300155475244,False,149.73811548814166,141.8344691961042,0.0542272037501434,0.0557244394598442,2025-03-26 14:25:13.824000000,250,81.2887565742413
2025-03-26 14:25:14,2025-03-26 14:25:15.030,153.40000149999997,36.75,23.31645,153.40000149999997,150.73570484676546,False,149.91520704798123,141.74612706782213,0.0560317244589085,0.0576329579631954,2025-03-26 14:25:14.427000064,250,81.00531049174867
2025-03-26 14:25:15,2025-03-26 14:25:15.030,153.410004,36.700001,23.3265,153.410004,150.70840813877845,False,150.0922986078208,141.65778493954005,0.0578362451676737,0.0595414764665466,2025-03-26 14:25:15.030000000,250,80.70942504207972
2025-03-26 14:25:16,2025-03-26 14:25:16.214,153.410004,36.700001,23.34623333333333,153.410004,150.68111143079147,False,150.0922986078208,141.65778493954005,0.0578362451676737,0.0595414764665466,2025-03-26 14:25:16.214000000,250,80.45867631285606
2025-03-26 14:25:17,2025-03-26 14:25:17.425,153.410004,36.700001,23.366416666666662,153.410004,150.65381472280447,False,150.0922986078208,141.65778493954005,0.0578362451676737,0.0595414764665466,2025-03-26 14:25:17.425000000,250,80.70380746845238
2025-03-26 14:25:18,2025-03-26 14:25:18.612,153.410004,36.700001,23.3862,153.410004,150.6265180148175,False,150.0922986078208,141.65778493954005,0.0578362451676737,0.0595414764665466,2025-03-26 14:25:18.612000000,250,80.79398637437399
2025-03-26 14:25:19,2025-03-26 14:25:19.813,153.410004,36.700001,23.40621666666667,153.410004,150.5992213068305,False,150.0922986078208,141.65778493954005,0.0578362451676737,0.0595414764665466,2025-03-26 14:25:19.813000000,250,80.88045517988769
2025-03-26 14:25:20,2025-03-26 14:25:21.016,153.410004,36.700001,23.416241666666668,153.410004,150.5719245988435,False,150.0922986078208,141.65778493954005,0.0578362451676737,0.0595414764665466,2025-03-26 14:25:20.414499840,250,81.15288974962417
2025-03-26 14:25:21,2025-03-26 14:25:21.016,153.410004,36.700001,23.426266666666667,153.410004,150.54462789085653,False,150.0922986078208,141.65778493954005,0.0578362451676737,0.0595414764665466,2025-03-26 14:25:21.016000000,250,80.97755486207622
2025-03-26 14:25:22,2025-03-26 14:25:22.238,153.410004,36.700001,23.44663333333333,153.410004,150.51733118286953,False,150.0922986078208,141.65778493954005,0.0578362451676737,0.0595414764665466,2025-03-26 14:25:22.238000000,250,81.08464475161541
2025-03-26 14:25:23,2025-03-26 14:25:23.421,153.410004,36.700001,23.46635,153.410004,150.49003447488255,False,150.0922986078208,141.65778493954005,0.0578362451676737,0.0595414764665466,2025-03-26 14:25:23.421000000,250,81.11038159627272
2025-03-26 14:25:24,2025-03-26 14:25:24.622,153.410004,36.700001,23.486366666666665,153.410004,150.46273776689554,False,150.0922986078208,141.65778493954005,0.0578362451676737,0.0595414764665466,2025-03-26 14:25:24.622000000,250,81.22043479902825
2025-03-26 14:25:25,2025-03-26 14:25:25.839,153.410004,36.700001,23.50665,153.410004,150.43544105890857,False,150.0922986078208,141.65778493954005,0.0578362451676737,0.0595414764665466,2025-03-26 14:25:25.839000000,250,149.77375104813126
2025-03-26 14:25:26,2025-03-26 14:25:27.038,153.410004,36.700001,23.516641666666665,153.410004,150.40814435092156,False,150.0922986078208,141.65778493954005,0.0578362451676737,0.0595414764665466,2025-03-26 14:25:26.438500096,250,150.31277260838309
2025-03-26 14:25:27,2025-03-26 14:25:27.038,153.410004,36.700001,23.526633333333333,153.410004,150.38084764293458,False,150.0922986078208,141.65778493954005,0.0578362451676737,0.0595414764665466,2025-03-26 14:25:27.038000000,250,150.49043634417336
2025-03-26 14:25:28,2025-03-26 14:25:28.264,153.410004,36.700001,23.54706666666667,153.410004,150.3535509349476,False,150.0922986078208,141.65778493954005,0.0578362451676737,0.0595414764665466,2025-03-26 14:25:28.264000000,250,150.512638181247
2025-03-26 14:25:29,2025-03-26 14:25:29.469,153.429993,36.599998,23.56715,153.429993,150.3262542269606,False,150.44839780898448,141.48103301635126,0.0614544878823375,0.0633820986562689,2025-03-26 14:25:29.469000000,250,150.3770374288894
2025-03-26 14:25:30,2025-03-26 14:25:30.718,153.429993,36.599998,23.587966666666667,153.429993,150.29895751897362,False,150.44839780898448,141.48103301635126,0.0614544878823375,0.0633820986562689,2025-03-26 14:25:30.718000000,250,150.38962713413542
2025-03-26 14:25:31,2025-03-26 14:25:31.911,153.429993,36.599998,23.60785,153.429993,150.27166081098662,False,150.44839780898448,141.48103301635126,0.0614544878823375,0.0633820986562689,2025-03-26 14:25:31.911000000,250,150.40367186630758
2025-03-26 14:25:32,2025-03-26 14:25:33.095,153.2549975,36.599998,23.617716666666663,153.2549975,150.24436410299964,False,150.24205730040077,141.48103301635126,0.0600810998841691,0.0619236663548883,2025-03-26 14:25:32.503000064,250,150.3064425921053
2025-03-26 14:25:33,2025-03-26 14:25:33.095,153.080002,36.599998,23.62758333333333,153.080002,150.21706739501263,False,150.035716791817,141.48103301635126,0.0587077118860007,0.0604652340535078,2025-03-26 14:25:33.095000000,250,150.09566507728155
2025-03-26 14:25:34,2025-03-26 14:25:34.293,153.080002,36.599998,23.647550000000003,153.080002,150.18977068702566,False,150.035716791817,141.48103301635126,0.0587077118860007,0.0604652340535078,2025-03-26 14:25:34.293000000,250,149.94988560523876
2025-03-26 14:25:35,2025-03-26 14:25:35.500,152.910004,36.599998,23.667666666666666,152.910004,150.16247397903868,False,149.8355094568693,141.48103301635126,0.0573724229541502,0.0590501515461262,2025-03-26 14:25:35.500000000,250,149.94596847205332
2025-03-26 14:25:36,2025-03-26 14:25:36.736,152.910004,36.599998,23.688266666666667,152.910004,150.13517727105167,False,149.8355094568693,141.48103301635126,0.0573724229541502,0.0590501515461262,2025-03-26 14:25:36.736000000,250,150.180170064376
2025-03-26 14:25:37,2025-03-26 14:25:37.978,152.910004,36.599998,23.708966666666665,152.910004,150.1078805630647,False,149.8355094568693,141.48103301635126,0.0573724229541502,0.0590501515461262,2025-03-26 14:25:37.978000000,250,150.14899108643297
2025-03-26 14:25:38,2025-03-26 14:25:39.213,152.910004,36.599998,23.71925833333333,152.910004,150.0805838550777,False,149.8355094568693,141.48103301635126,0.0573724229541502,0.0590501515461262,2025-03-26 14:25:38.595500032,250,150.11186838617226
2025-03-26 14:25:39,2025-03-26 14:25:39.213,152.910004,36.599998,23.72955,152.910004,150.0532871470907,False,149.8355094568693,141.48103301635126,0.0573724229541502,0.0590501515461262,2025-03-26 14:25:39.213000000,250,150.03833161409764
2025-03-26 14:25:40,2025-03-26 14:25:40.432,152.929993,36.5,23.749866666666662,152.929993,150.0259904391037,False,150.19135518943958,141.30423110119995,0.060994949002454,0.0628935455009466,2025-03-26 14:25:40.432000000,250,150.1464114784841
2025-03-26 14:25:41,2025-03-26 14:25:41.622,152.929993,36.5,23.7697,152.929993,149.99869373111673,False,150.19135518943958,141.30423110119995,0.060994949002454,0.0628935455009466,2025-03-26 14:25:41.622000000,250,150.10763860861564
2025-03-26 14:25:42,2025-03-26 14:25:42.838,152.929993,36.5,23.789966666666665,152.929993,149.97139702312973,False,150.19135518943958,141.30423110119995,0.060994949002454,0.0628935455009466,2025-03-26 14:25:42.838000000,250,150.2351051992296
2025-03-26 14:25:43,2025-03-26 14:25:44.078,152.929993,36.5,23.8003,152.929993,149.94410031514275,False,150.19135518943958,141.30423110119995,0.060994949002454,0.0628935455009466,2025-03-26 14:25:43.458000128,250,150.50404666657286
2025-03-26 14:25:44,2025-03-26 14:25:44.078,152.929993,36.5,23.81063333333333,152.929993,149.91680360715577,False,150.19135518943958,141.30423110119995,0.060994949002454,0.0628935455009466,2025-03-26 14:25:44.078000000,250,150.70546674985968
2025-03-26 14:25:45,2025-03-26 14:25:45.265,152.929993,36.5,23.830416666666668,152.929993,149.88950689916877,False,150.19135518943958,141.30423110119995,0.060994949002454,0.0628935455009466,2025-03-26 14:25:45.265000000,250,150.71451528268585
2025-03-26 14:25:46,2025-03-26 14:25:46.453,152.929993,36.5,23.850216666666665,152.929993,149.8622101911818,False,150.19135518943958,141.30423110119995,0.060994949002454,0.0628935455009466,2025-03-26 14:25:46.453000000,250,151.05040553997074
2025-03-26 14:25:47,2025-03-26 14:25:47.693,152.539993,36.5,23.87088333333333,152.539993,149.83491348319478,False,149.7310222149919,141.30423110119995,0.0579252658403895,0.05963580175994,2025-03-26 14:25:47.693000000,250,151.01598546570958
2025-03-26 14:25:48,2025-03-26 14:25:48.922,152.539993,36.5,23.891366666666663,152.539993,149.8076167752078,False,149.7310222149919,141.30423110119995,0.0579252658403895,0.05963580175994,2025-03-26 14:25:48.922000000,250,150.98405663209365
2025-03-26 14:25:49,2025-03-26 14:25:50.158,152.23999750000002,36.5,23.901666666666664,152.23999750000002,149.78032006722083,False,149.37773331670428,141.30423110119995,0.0555601907441238,0.0571356013375295,2025-03-26 14:25:49.540000000,250,151.12488525422808
2025-03-26 14:25:50,2025-03-26 14:25:50.158,151.940002,36.5,23.911966666666668,151.940002,149.75302335923382,False,149.02444441841666,141.30423110119995,0.0531951156478581,0.054635400915119,2025-03-26 14:25:50.158000000,250,151.55259897682987
2025-03-26 14:25:51,2025-03-26 14:25:51.372,151.960007,36.400002,23.9322,151.960007,149.72572665124684,False,149.37811434604592,141.12737035822587,0.0568179531571782,0.0584631029890024,2025-03-26 14:25:51.372000000,250,151.47930287577867
2025-03-26 14:25:52,2025-03-26 14:25:52.573,151.960007,36.400002,23.95221666666667,151.960007,149.69842994325984,False,149.37811434604592,141.12737035822587,0.0568179531571782,0.0584631029890024,2025-03-26 14:25:52.573000000,250,151.79281272169084
2025-03-26 14:25:53,2025-03-26 14:25:53.785,151.960007,36.400002,23.972416666666668,151.960007,149.67113323527286,False,149.37811434604592,141.12737035822587,0.0568179531571782,0.0584631029890024,2025-03-26 14:25:53.785000000,250,151.67770564110043
2025-03-26 14:25:54,2025-03-26 14:25:55.026,151.960007,36.400002,23.982758333333333,151.960007,149.64383652728586,False,149.37811434604592,141.12737035822587,0.0568179531571782,0.0584631029890024,2025-03-26 14:25:54.405499904,250,151.771103936497
2025-03-26 14:25:55,2025-03-26 14:25:55.026,151.960007,36.400002,23.9931,151.960007,149.61653981929888,False,149.37811434604592,141.12737035822587,0.0568179531571782,0.0584631029890024,2025-03-26 14:25:55.026000000,250,80.16014624235176
2025-03-26 14:25:56,2025-03-26 14:25:56.249,151.960007,36.400002,24.013483333333333,151.960007,149.58924311131187,False,149.37811434604592,141.12737035822587,0.0568179531571782,0.0584631029890024,2025-03-26 14:25:56.249000000,250,80.29804374678919
