timestamp_sec,Time,ES,Temperature,Time_elapsed,FLTRD_VAL,OUTLIER_VAL,IS_OUTLIER,Concentration,Solubility (g/L),Supersaturation_ln,Supersaturation_ratio,timestamp,RPM,Turbidity
2025-03-26 15:46:13,2025-03-26 15:46:13.925,171.539993,43.900002,0.0,171.539993,167.020004,False,147.69846199821086,154.22893759518064,-0.043265329795459,-0.0423427386507124,2025-03-26 15:46:13.925000000,250,59.495262603116736
2025-03-26 15:46:14,2025-03-26 15:46:15.002,171.539993,43.900002,0.008975,171.539993,167.020004,False,147.69846199821086,154.22893759518064,-0.043265329795459,-0.0423427386507124,2025-03-26 15:46:14.463499776,250,59.42697187700983
2025-03-26 15:46:15,2025-03-26 15:46:15.002,171.539993,43.900002,0.01795,171.539993,167.020004,False,147.69846199821086,154.22893759518064,-0.043265329795459,-0.0423427386507124,2025-03-26 15:46:15.002000000,250,59.278552004771655
2025-03-26 15:46:16,2025-03-26 15:46:16.126,171.539993,43.900002,0.0366833333333333,171.539993,167.020004,False,147.69846199821086,154.22893759518064,-0.043265329795459,-0.0423427386507124,2025-03-26 15:46:16.126000000,250,59.31577763747154
2025-03-26 15:46:17,2025-03-26 15:46:17.205,171.539993,43.900002,0.0546666666666666,171.539993,167.020004,False,147.69846199821086,154.22893759518064,-0.043265329795459,-0.0423427386507124,2025-03-26 15:46:17.205000000,250,59.317776212026246
2025-03-26 15:46:18,2025-03-26 15:46:18.288,171.539993,43.900002,0.0727166666666666,171.539993,167.020004,False,147.69846199821086,154.22893759518064,-0.043265329795459,-0.0423427386507124,2025-03-26 15:46:18.288000000,250,59.8134311456534
2025-03-26 15:46:19,2025-03-26 15:46:19.385,171.539993,43.900002,0.091,171.539993,167.020004,False,147.69846199821086,154.22893759518064,-0.043265329795459,-0.0423427386507124,2025-03-26 15:46:19.385000000,250,59.50640995794425
2025-03-26 15:46:20,2025-03-26 15:46:20.505,171.580002,43.799999,0.1096666666666666,171.580002,167.020004,False,148.02454535636835,154.05642157232535,-0.0399408021458781,-0.0391536824910943,2025-03-26 15:46:20.505000000,250,59.58472342294221
2025-03-26 15:46:21,2025-03-26 15:46:21.615,171.580002,43.799999,0.1281666666666666,171.580002,167.020004,False,148.02454535636835,154.05642157232535,-0.0399408021458781,-0.0391536824910943,2025-03-26 15:46:21.615000000,250,59.80797742458157
2025-03-26 15:46:22,2025-03-26 15:46:22.707,171.580002,43.799999,0.1463666666666666,171.580002,167.020004,False,148.02454535636835,154.05642157232535,-0.0399408021458781,-0.0391536824910943,2025-03-26 15:46:22.707000000,250,59.55117331887837
2025-03-26 15:46:23,2025-03-26 15:46:23.791,171.580002,43.799999,0.1644333333333333,171.580002,167.020004,False,148.02454535636835,154.05642157232535,-0.0399408021458781,-0.0391536824910943,2025-03-26 15:46:23.791000000,250,59.74388365515334
2025-03-26 15:46:24,2025-03-26 15:46:24.883,171.580002,43.799999,0.1826333333333333,171.580002,167.020004,False,148.02454535636835,154.05642157232535,-0.0399408021458781,-0.0391536824910943,2025-03-26 15:46:24.883000000,250,59.7820357991689
2025-03-26 15:46:25,2025-03-26 15:46:26.007,171.580002,43.799999,0.1919999999999999,171.580002,167.020004,False,148.02454535636835,154.05642157232535,-0.0399408021458781,-0.0391536824910943,2025-03-26 15:46:25.445000192,250,59.33065335867833
2025-03-26 15:46:26,2025-03-26 15:46:26.007,171.580002,43.799999,0.2013666666666666,171.580002,167.020004,False,148.02454535636835,154.05642157232535,-0.0399408021458781,-0.0391536824910943,2025-03-26 15:46:26.007000000,250,59.10378543327076
2025-03-26 15:46:27,2025-03-26 15:46:27.093,171.580002,43.799999,0.2194666666666666,171.580002,167.020004,False,148.02454535636835,154.05642157232535,-0.0399408021458781,-0.0391536824910943,2025-03-26 15:46:27.093000000,250,59.03880438350863
2025-03-26 15:46:28,2025-03-26 15:46:28.193,171.580002,43.799999,0.2378,171.580002,167.020004,False,148.02454535636835,154.05642157232535,-0.0399408021458781,-0.0391536824910943,2025-03-26 15:46:28.193000000,250,59.36663505069226
