overshoot,IAE,time_sigma_above_crit_min,type
0.10017208069557818,19.35157406653429,0.05,closed_loop
0.1001599971908356,21.80715094556579,0.1,open_loop_Rc=0.5
0.0,26.416964726778474,0.0,open_loop_Rc=0.1
